parameter,parameter_label,parameter_group,parameter_unit,metric,parameter_low,parameter_baseline,parameter_high,response_low,response_baseline,response_high,signed_response_span,slope_per_unit,signed_effect_pct_span,abs_effect_pct_span,low_delta_from_baseline_pct,high_delta_from_baseline_pct,direction,rank_within_metric
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_lag_1hz_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.004913042942390352,0.004845932435622538,0.0048214833101644814,-9.155963222587035e-05,-4.182551793429962e-09,-1.889412067589177,1.889412067589177,1.3848832533133015,-0.5045288142758755,decreases_with_parameter,7
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_lag_1hz_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.0007686676432258503,0.0007543018331511705,0.000748987385623552,-1.9680257602298326e-05,-8.990173368826465e-10,-2.609069305861568,2.609069305861568,1.9045174548582464,-0.7045518510033214,decreases_with_parameter,8
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_to_ay_lag_1hz_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.004144375299164501,0.004091630602471366,0.004072495924540929,-7.187937462357213e-05,-3.28353445654732e-09,-1.756741544071858,1.756741544071858,1.2890874523540063,-0.4676540917178516,decreases_with_parameter,5
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.lag_steer_to_ay_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.004913042942390352,0.004845932435622538,0.0048214833101644814,-9.155963222587035e-05,-4.182551793429962e-09,-1.889412067589177,1.889412067589177,1.3848832533133015,-0.5045288142758755,decreases_with_parameter,7
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.lag_steer_to_yaw_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.0007686676432258503,0.0007543018331511705,0.000748987385623552,-1.9680257602298326e-05,-8.990173368826465e-10,-2.609069305861568,2.609069305861568,1.9045174548582464,-0.7045518510033214,decreases_with_parameter,8
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_to_ay_lag_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.004144375299164501,0.004091630602471366,0.004072495924540929,-7.187937462357213e-05,-3.28353445654732e-09,-1.756741544071858,1.756741544071858,1.2890874523540063,-0.4676540917178516,decreases_with_parameter,5
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_phase_45_freq_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.7763568394002505e-17,0.0,0.0,nan,nan,nan,nan,flat_or_failed,2
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_phase_45_freq_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.7763568394002505e-17,0.0,0.0,nan,nan,nan,nan,flat_or_failed,2
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_gain_slope_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-0.17797006185095085,-0.1805864325465029,-0.17314942303772707,0.004820638813223782,2.20212456336519e-07,2.66943576283474,2.66943576283474,1.4488190827283198,4.11825484556306,increases_with_parameter,11
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_gain_slope_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-0.030918208891277416,-0.03141528068377978,-0.02899971541212815,0.0019184934791492657,8.763904077404316e-08,6.1068799558420475,6.1068799558420475,1.5822611852677486,7.689141141109795,increases_with_parameter,12
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_phase_slope_velocity_slope,32836.2815625,43781.70875,54727.135937499996,2.8173516110753356,2.7308490687986944,2.7786515731640096,-0.038700037911326035,-1.7678632934273514e-06,-1.4171430546452812,1.4171430546452812,3.1676061216628812,1.7504630670175998,decreases_with_parameter,10
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_phase_slope_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.4552980544639281,0.4020953945886036,0.4453515732197088,-0.009946481244219318,-4.543669732497282e-07,-2.4736620657881137,2.4736620657881137,13.231352706677436,10.757690640889322,decreases_with_parameter,13
