"Index","Length_m","TotalLength_m","Radius_m","Direction","Grade","X_m","Y_m","Z_m","CarAttitude","Sector"
"260","0.1","26.1000000000001","0","0","0","26.1000000000001","-4.79433387521462E-15","0","0","0"
"261","0.1","26.2000000000001","0","0","0","26.2000000000001","-4.81270297052195E-15","0","0","0"
"262","0.1","26.3000000000001","0","0","0","26.3000000000001","-4.83107206582929E-15","0","0","0"
"263","0.1","26.4000000000001","0","0","0","26.4000000000001","-4.84944116113663E-15","0","0","0"
"264","0.1","26.5000000000001","0","0","0","26.5000000000001","-4.86781025644396E-15","0","0","0"
"265","0.1","26.6000000000001","0","0","0","26.6000000000001","-4.8861793517513E-15","0","0","0"
"266","0.1","26.7000000000001","0","0","0","26.7000000000001","-4.90454844705863E-15","0","0","0"
"267","0.1","26.8000000000001","0","0","0","26.8000000000001","-4.92291754236597E-15","0","0","0"
"268","0.1","26.9000000000001","0","0","0","26.9000000000001","-4.94128663767331E-15","0","0","0"
"269","0.1","27.0000000000001","0","0","0","27.0000000000001","-4.95965573298064E-15","0","0","0"
"270","0.1","27.1000000000001","0","0","0","27.1000000000001","-4.97802482828798E-15","0","0","0"
"271","0.1","27.2000000000001","0","0","0","27.2000000000001","-4.99639392359531E-15","0","0","0"
"272","0.1","27.3000000000001","0","0","0","27.3000000000001","-5.01476301890265E-15","0","0","0"
"273","0.1","27.4000000000001","0","0","0","27.4000000000001","-5.03313211420999E-15","0","0","0"
"274","0.1","27.5000000000001","0","0","0","27.5000000000001","-5.05150120951732E-15","0","0","0"
"275","0.1","27.6000000000001","0","0","0","27.6000000000001","-5.06987030482466E-15","0","0","0"
"276","0.1","27.7000000000001","0","0","0","27.7000000000001","-5.08823940013199E-15","0","0","0"
"277","0.1","27.8000000000001","0","0","0","27.8000000000001","-5.10660849543933E-15","0","0","0"
"278","0.1","27.9000000000001","0","0","0","27.9000000000001","-5.12497759074667E-15","0","0","0"
"279","0.1","28.0000000000001","0","0","0","28.0000000000001","-5.143346686054E-15","0","0","0"
"280","0.1","28.1000000000001","0","0","0","28.1000000000001","-5.16171578136134E-15","0","0","0"
"281","0.1","28.2000000000001","0","0","0","28.2000000000001","-5.18008487666867E-15","0","0","0"
"282","0.1","28.3000000000001","0","0","0","28.3000000000001","-5.19845397197601E-15","0","0","0"
"283","0.1","28.4000000000001","0","0","0","28.4000000000001","-5.21682306728334E-15","0","0","0"
"284","0.1","28.5000000000001","0","0","0","28.5000000000001","-5.23519216259068E-15","0","0","0"
"285","0.1","28.6000000000001","0","0","0","28.6000000000001","-5.25356125789802E-15","0","0","0"
"286","0.1","28.7000000000001","0","0","0","28.7000000000001","-5.27193035320535E-15","0","0","0"
"287","0.1","28.8000000000001","0","0","0","28.8000000000001","-5.29029944851269E-15","0","0","0"
"288","0.1","28.9000000000001","0","0","0","28.9000000000001","-5.30866854382002E-15","0","0","0"
"289","0.1","29.0000000000001","0","0","0","29.0000000000001","-5.32703763912736E-15","0","0","0"
"290","0.1","29.1000000000001","0","0","0","29.1000000000001","-5.3454067344347E-15","0","0","0"
"291","0.1","29.2000000000001","0","0","0","29.2000000000001","-5.36377582974203E-15","0","0","0"
"292","0.1","29.3000000000001","0","0","0","29.3000000000001","-5.38214492504937E-15","0","0","0"
"293","0.1","29.4000000000001","0","0","0","29.4000000000001","-5.4005140203567E-15","0","0","0"
"294","0.1","29.5000000000001","0","0","0","29.5000000000001","-5.41888311566404E-15","0","0","0"
"295","0.1","29.6000000000002","0","0","0","29.6000000000002","-5.43725221097138E-15","0","0","0"
"296","0.1","29.7000000000002","0","0","0","29.7000000000002","-5.45562130627871E-15","0","0","0"
"297","0.1","29.8000000000002","0","0","0","29.8000000000002","-5.47399040158605E-15","0","0","0"
"298","0.1","29.9000000000002","0","0","0","29.9000000000002","-5.49235949689338E-15","0","0","0"
"299","0.1","30.0000000000002","0","0","0","30.0000000000002","-5.51072859220072E-15","0","0","0"
"300","0.1","30.1000000000002","0","0","0","30.1000000000002","-5.52909768750806E-15","0","0","0"
"301","0.1","30.2000000000002","0","0","0","30.2000000000002","-5.54746678281539E-15","0","0","0"
"302","0.1","30.3000000000002","0","0","0","30.3000000000002","-5.56583587812273E-15","0","0","0"
"303","0.1","30.4000000000002","0","0","0","30.4000000000002","-5.58420497343006E-15","0","0","0"
"304","0.1","30.5000000000002","0","0","0","30.5000000000002","-5.6025740687374E-15","0","0","0"
"305","0.1","30.6000000000002","0","0","0","30.6000000000002","-5.62094316404474E-15","0","0","0"
"306","0.1","30.7000000000002","0","0","0","30.7000000000002","-5.63931225935207E-15","0","0","0"
"307","0.1","30.8000000000002","0","0","0","30.8000000000002","-5.65768135465941E-15","0","0","0"
"308","0.1","30.9000000000002","0","0","0","30.9000000000002","-5.67605044996674E-15","0","0","0"
"309","0.1","31.0000000000002","0","0","0","31.0000000000002","-5.69441954527408E-15","0","0","0"
"310","0.1","31.1000000000002","0","0","0","31.1000000000002","-5.71278864058142E-15","0","0","0"
"311","0.1","31.2000000000002","0","0","0","31.2000000000002","-5.73115773588875E-15","0","0","0"
"312","0.1","31.3000000000002","0","0","0","31.3000000000002","-5.74952683119609E-15","0","0","0"
"313","0.1","31.4000000000002","0","0","0","31.4000000000002","-5.76789592650342E-15","0","0","0"
"314","0.1","31.5000000000002","0","0","0","31.5000000000002","-5.78626502181076E-15","0","0","0"
